project_name,calendar_year,treatment_year,season,plot,subplot,species,cover,sampler,notes
TEMPEST,2021,0,fall,C,C7,Vitus sp,0.5,AY and RB,
TEMPEST,2021,0,fall,C,C7,Sanicula canadensis,0.25,AY and RB,
TEMPEST,2021,0,fall,C,C7,Sceptridium biternatum,0.25,AY and RB,
TEMPEST,2021,0,fall,C,C7,Galium circaezans,0.5,AY and RB,
TEMPEST,2021,0,fall,C,C7,Asimina triloba,0.25,AY and RB,
TEMPEST,2021,0,fall,C,C7,Amphicarpaea bracteata,0.25,AY and RB,
TEMPEST,2021,0,fall,C,C7,Viola sororia,0.25,AY and RB,
TEMPEST,2021,0,fall,C,C7,Galium triflorum,0.25,AY and RB,
TEMPEST,2021,0,fall,C,C7,Lindera benzoin,0.25,AY and RB,
TEMPEST,2021,0,fall,C,C7,Desmodium nudiflorum,0.25,AY and RB,
TEMPEST,2021,0,fall,C,C7,Berberis thunbergii,0.25,AY and RB,
TEMPEST,2021,0,fall,C,C7,Allium canadense,0.25,AY and RB,
TEMPEST,2021,0,fall,C,E5,infrastructure cover,5,KK,
TEMPEST,2021,0,fall,C,E5,canopy tree basal cover,0.5,KK,
TEMPEST,2021,0,fall,C,E5,Fagus grandifolia,2,KK,
TEMPEST,2021,0,fall,C,E5,Microstegium vimineum,0.5,KK,
TEMPEST,2021,0,fall,C,E5,Bromus sp,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Carex sp,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Mitchella repens,50,KK,
TEMPEST,2021,0,fall,C,E5,Acer rubrum,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Quercus velutina,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Ilex opaca,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Symphyotrichum lateriflorus,0.5,KK,
TEMPEST,2021,0,fall,C,E5,Epifagus virginiana,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Parthenocissus quinquefolia,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Elaeagnus umbellata,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Rhus radicans,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Liriodendron tulipifera,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Vitus sp,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Sanicula canadensis,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Sceptridium biternatum,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Galium circaezans,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Amphicarpaea bracteata,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Galium triflorum,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Lindera benzoin,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Desmodium nudiflorum,1,KK,
TEMPEST,2021,0,fall,C,E5,Maianthemum racemosum,0.5,KK,
TEMPEST,2021,0,fall,C,E5,Botrychium virginianum,0.25,KK,
TEMPEST,2021,0,fall,C,E5,unk robust grass,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Veronica officinalis,0.25,KK,
TEMPEST,2021,0,fall,C,E5,short curly grass bouteloua,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Solidago flexicaulis,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Lonicera japonica,0.25,KK,
TEMPEST,2021,0,fall,C,E5,Solidago gigantea,0.25,KK,
TEMPEST,2021,0,fall,C,F4,infrastructure cover,17,KK,
TEMPEST,2021,0,fall,C,F4,Fagus grandifolia,0.25,KK,
TEMPEST,2021,0,fall,C,F4,Microstegium vimineum,15,KK,
TEMPEST,2021,0,fall,C,F4,Mitchella repens,1,KK,
TEMPEST,2021,0,fall,C,F4,Acer rubrum,0.25,KK,
TEMPEST,2021,0,fall,C,F4,Parthenocissus quinquefolia,0.25,KK,
TEMPEST,2021,0,fall,C,F4,Elaeagnus umbellata,0.25,KK,
TEMPEST,2021,0,fall,C,F4,Rhus radicans,0.25,KK,
TEMPEST,2021,0,fall,C,F4,Liriodendron tulipifera,0.25,KK,
TEMPEST,2021,0,fall,C,F4,Vitus sp,0.25,KK,
TEMPEST,2021,0,fall,C,F4,Sanicula canadensis,0.25,KK,
TEMPEST,2021,0,fall,C,F4,Galium circaezans,0.25,KK,
TEMPEST,2021,0,fall,C,F4,Maianthemum racemosum,0.25,KK,
TEMPEST,2021,0,fall,C,F4,unk robust grass,0.25,KK,
TEMPEST,2021,0,fall,C,F4,Veronica officinalis,0.25,KK,
TEMPEST,2021,0,fall,C,F4,Lonicera japonica,0.25,KK,
TEMPEST,2021,0,fall,C,F4,Solidago gigantea,0.25,KK,
TEMPEST,2021,0,fall,C,F4,Cornus florida,0.25,KK,
TEMPEST,2021,0,fall,C,F4,Carpinus caroliniana,0.25,KK,
TEMPEST,2021,0,fall,C,F4,Carya cordiformis,0.25,KK,
TEMPEST,2021,0,fall,C,G5,infrastructure cover,6,KK,
TEMPEST,2021,0,fall,C,G5,canopy tree basal cover,0.5,KK,
TEMPEST,2021,0,fall,C,G5,Fagus grandifolia,9,KK,
TEMPEST,2021,0,fall,C,G5,Mitchella repens,2,KK,
TEMPEST,2021,0,fall,C,G5,Acer rubrum,0.25,KK,
TEMPEST,2021,0,fall,C,G5,Quercus velutina,0.25,KK,
TEMPEST,2021,0,fall,C,G5,Ilex opaca,1,KK,
TEMPEST,2021,0,fall,C,G5,Symphyotrichum lateriflorus,0.25,KK,
TEMPEST,2021,0,fall,C,G5,Parthenocissus quinquefolia,0.25,KK,
TEMPEST,2021,0,fall,C,G5,Liriodendron tulipifera,0.25,KK,
TEMPEST,2021,0,fall,C,G5,Galium circaezans,0.25,KK,
TEMPEST,2021,0,fall,C,G5,Asimina triloba,0.25,KK,
TEMPEST,2021,0,fall,C,G5,Lonicera japonica,0.25,KK,
TEMPEST,2021,0,fall,C,G5,Cornus florida,0.25,KK,
TEMPEST,2021,0,fall,C,G5,Carya cordiformis,2,KK,
TEMPEST,2021,0,fall,C,G5,Viola sororia,0.25,KK,
TEMPEST,2021,0,fall,C,G5,Tipularia discolor,0.25,KK,
TEMPEST,2021,0,fall,C,H4,infrastructure cover,5,KK,
TEMPEST,2021,0,fall,C,H4,canopy tree basal cover,4,KK,
TEMPEST,2021,0,fall,C,H4,Mitchella repens,40,KK,
TEMPEST,2021,0,fall,C,H4,Sanicula canadensis,0.25,KK,
TEMPEST,2021,0,fall,C,H4,Acer rubrum,0.25,KK,
TEMPEST,2021,0,fall,C,H4,Vitus sp,0.25,KK,
TEMPEST,2021,0,fall,C,H4,Elaeagnus umbellata,0.25,KK,
TEMPEST,2021,0,fall,C,H4,Parthenocissus quinquefolia,0.25,KK,
TEMPEST,2021,0,fall,C,H4,Ilex opaca,1,KK,
TEMPEST,2021,0,fall,C,H4,Liriodendron tulipifera,0.25,KK,
TEMPEST,2021,0,fall,C,H4,Desmodium nudiflorum,2,KK,
TEMPEST,2021,0,fall,C,H4,Quercus falcata,0.25,KK,
TEMPEST,2021,0,fall,C,H4,Carex sp,4,KK,
TEMPEST,2021,0,fall,C,H4,Galium triflorum,0.25,KK,
TEMPEST,2021,0,fall,C,H4,Fagus grandifolia,7,KK,
TEMPEST,2021,0,fall,C,H4,Asimina triloba,2,KK,
TEMPEST,2021,0,fall,C,H4,Galium circaezans,0.25,KK,
TEMPEST,2021,0,fall,C,H4,Sassafras albidum,0.25,KK,
TEMPEST,2021,0,fall,C,H4,Rhus radicans,0.25,KK,
TEMPEST,2021,0,fall,C,H4,Hedera helix,0.25,KK,
TEMPEST,2021,0,fall,C,H4,Lonicera japonica,0.25,KK,
TEMPEST,2021,0,fall,C,H4,Quercus velutina,0.25,KK,
TEMPEST,2021,0,fall,C,H4,Maianthemum racemosum,0.25,KK,
TEMPEST,2021,0,fall,C,H4,Lindera benzoin,0.25,KK,
TEMPEST,2021,0,fall,C,H4,Prunus serotina,0.25,KK,
TEMPEST,2021,0,fall,C,I7,canopy tree basal cover,6,KK,
TEMPEST,2021,0,fall,C,I7,Mitchella repens,15,KK,
TEMPEST,2021,0,fall,C,I7,Sanicula canadensis,0.25,KK,
TEMPEST,2021,0,fall,C,I7,Acer rubrum,0.25,KK,
TEMPEST,2021,0,fall,C,I7,Vitus sp,0.25,KK,
TEMPEST,2021,0,fall,C,I7,Fagus grandifolia,1,KK,
TEMPEST,2021,0,fall,C,I7,Asimina triloba,0.25,KK,
TEMPEST,2021,0,fall,C,I7,Galium circaezans,0.25,KK,
TEMPEST,2021,0,fall,C,I7,Rhus radicans,0.25,KK,
TEMPEST,2021,0,fall,C,I7,Lonicera japonica,0.25,KK,
TEMPEST,2021,0,fall,C,I7,Maianthemum racemosum,0.25,KK,
TEMPEST,2021,0,fall,C,I7,Onoclea sensibilis,0.25,KK,
TEMPEST,2021,0,fall,C,I7,Chimaphila maculata,0.25,KK,
TEMPEST,2021,0,fall,C,I7,Viburnum prunifolium,0.25,KK,
TEMPEST,2021,0,fall,C,I7,Carpinus caroliniana,0.25,KK,
TEMPEST,2021,0,fall,C,D4,infrastructure cover,5,RB,
TEMPEST,2021,0,fall,C,D4,Fagus grandifolia,0.25,RB,
TEMPEST,2021,0,fall,C,D4,Microstegium vimineum,12,RB,
TEMPEST,2021,0,fall,C,D4,Bromus sp,0.25,RB,
TEMPEST,2021,0,fall,C,D4,Ilex opaca,0.25,RB,
TEMPEST,2021,0,fall,C,D4,Liquidambar styraciflua,0.5,RB,
TEMPEST,2021,0,fall,C,D4,Liriodendron tulipifera,0.25,RB,
TEMPEST,2021,0,fall,C,D4,Symphyotrichum lateriflorus,0.25,RB,
TEMPEST,2021,0,fall,C,D4,Carex sp,4,RB,
TEMPEST,2021,0,fall,C,D4,Acer rubrum,0.25,RB,
TEMPEST,2021,0,fall,C,D4,Galium triflorum,0.25,RB,
TEMPEST,2021,0,fall,C,D4,Mitchella repens,0.5,RB,
TEMPEST,2021,0,fall,C,D4,Juniperus virginiana,0.5,RB,
TEMPEST,2021,0,fall,C,D4,Quercus velutina,0.25,RB,
TEMPEST,2021,0,fall,C,D4,Sanicula canadensis,0.25,RB,
TEMPEST,2021,0,fall,C,D4,Tipularia discolor,0.25,RB,
TEMPEST,2021,0,fall,C,D4,Vitus sp,0.25,RB,
TEMPEST,2021,0,fall,C,D4,Rhus radicans,0.25,RB,
TEMPEST,2021,0,fall,C,D4,Carya tomentosa,0.25,RB,
TEMPEST,2021,0,fall,C,D4,Parthenocissus quinquefolia,0.25,RB,
TEMPEST,2021,0,fall,C,D4,Lonicera japonica,0.25,RB,
TEMPEST,2021,0,fall,C,D4,Solidago curtisii,0.25,RB,
TEMPEST,2021,0,fall,C,F2,infrastructure cover,10,RB,
TEMPEST,2021,0,fall,C,F2,canopy tree basal cover,3,RB,
TEMPEST,2021,0,fall,C,F2,Fagus grandifolia,20,RB,
TEMPEST,2021,0,fall,C,F2,Microstegium vimineum,20,RB,
TEMPEST,2021,0,fall,C,F2,Ilex opaca,0.5,RB,
TEMPEST,2021,0,fall,C,F2,Liquidambar styraciflua,0.25,RB,
TEMPEST,2021,0,fall,C,F2,Liriodendron tulipifera,0.25,RB,
TEMPEST,2021,0,fall,C,F2,Acer rubrum,0.25,RB,
TEMPEST,2021,0,fall,C,F2,Mitchella repens,0.5,RB,
TEMPEST,2021,0,fall,C,F2,Juniperus virginiana,0.25,RB,
TEMPEST,2021,0,fall,C,F2,Quercus velutina,0.25,RB,
TEMPEST,2021,0,fall,C,F2,Tipularia discolor,0.25,RB,
TEMPEST,2021,0,fall,C,F2,Vitus sp,0.25,RB,
TEMPEST,2021,0,fall,C,F2,Rhus radicans,0.25,RB,
TEMPEST,2021,0,fall,C,F2,Carya tomentosa,0.5,RB,
TEMPEST,2021,0,fall,C,F2,Parthenocissus quinquefolia,0.25,RB,
TEMPEST,2021,0,fall,C,F2,Lonicera japonica,0.25,RB,
TEMPEST,2021,0,fall,C,F2,Epifagus virginiana,0.25,RB,
TEMPEST,2021,0,fall,C,F2,Smilax rotundifolia,0.25,RB,
TEMPEST,2021,0,fall,C,F2,Elaeagnus umbellata,0.25,RB,
TEMPEST,2021,0,fall,C,F2,Vaccinium pallidum,0.5,RB,
TEMPEST,2021,0,fall,C,F2,Lindera benzoin,0.25,RB,
TEMPEST,2021,0,fall,C,F2,Nyssa sylvatica,0.25,RB,
TEMPEST,2021,0,fall,C,I5,infrastructure cover,5,RB,
TEMPEST,2021,0,fall,C,I5,canopy tree basal cover,0.5,RB,
TEMPEST,2021,0,fall,C,I5,Fagus grandifolia,20,RB,
TEMPEST,2021,0,fall,C,I5,Ilex opaca,0.5,RB,
TEMPEST,2021,0,fall,C,I5,Liriodendron tulipifera,0.25,RB,
TEMPEST,2021,0,fall,C,I5,Acer rubrum,0.25,RB,
TEMPEST,2021,0,fall,C,I5,Mitchella repens,6,RB,
TEMPEST,2021,0,fall,C,I5,Quercus velutina,0.5,RB,
TEMPEST,2021,0,fall,C,I5,Sanicula canadensis,0.25,RB,
TEMPEST,2021,0,fall,C,I5,Tipularia discolor,0.25,RB,
TEMPEST,2021,0,fall,C,I5,Carya tomentosa,0.25,RB,
TEMPEST,2021,0,fall,C,I5,Parthenocissus quinquefolia,0.25,RB,
TEMPEST,2021,0,fall,C,I5,Lonicera japonica,0.25,RB,
TEMPEST,2021,0,fall,C,I5,Elaeagnus umbellata,0.25,RB,
TEMPEST,2021,0,fall,C,I5,Galium circaezans,0.5,RB,
TEMPEST,2021,0,fall,C,I5,Maianthemum racemosum,0.5,RB,
TEMPEST,2021,0,fall,C,I5,Rubus phoenicolasius,0.25,RB,
TEMPEST,2021,0,fall,C,I5,Desmodium nudiflorum,0.25,RB,
TEMPEST,2021,0,fall,C,B2,infrastructure cover,5,everyone,
TEMPEST,2021,0,fall,C,B2,canopy tree basal cover,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Fagus grandifolia,7,everyone,
TEMPEST,2021,0,fall,C,B2,Quercus velutina,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Acer rubrum,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Sassafras albidum,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Carya cordiformis,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Carya tomentosa,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Juniperus virginiana,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Rhus radicans,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Liriodendron tulipifera,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Elaeagnus umbellata,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Parthenocissus quinquefolia,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Mitchella repens,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Ilex opaca,0.5,everyone,
TEMPEST,2021,0,fall,C,B2,Smilax glauca,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Tipularia discolor,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Chimaphila maculata,1,everyone,
TEMPEST,2021,0,fall,C,B2,Veronica officinalis,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Sceptridium biternatum,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Desmodium nudiflorum,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Epifagus virginiana,6,everyone,
TEMPEST,2021,0,fall,C,B2,Vitus sp,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Liquidambar styraciflua,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Carex sp,1,everyone,
TEMPEST,2021,0,fall,C,B2,Microstegium vimineum,0.25,everyone,
TEMPEST,2021,0,fall,C,B2,Bromus sp,0.5,everyone,
TEMPEST,2021,0,fall,C,B4,infrastructure cover,5,KK and SA,
TEMPEST,2021,0,fall,C,B4,canopy tree basal cover,3,KK and SA,
TEMPEST,2021,0,fall,C,B4,Fagus grandifolia,5,KK and SA,
TEMPEST,2021,0,fall,C,B4,Quercus velutina,0.5,KK and SA,
TEMPEST,2021,0,fall,C,B4,Acer rubrum,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Sassafras albidum,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Carya tomentosa,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Juniperus virginiana,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Rhus radicans,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Liriodendron tulipifera,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Elaeagnus umbellata,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Parthenocissus quinquefolia,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Mitchella repens,20,KK and SA,
TEMPEST,2021,0,fall,C,B4,Ilex opaca,3,KK and SA,
TEMPEST,2021,0,fall,C,B4,Smilax glauca,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Tipularia discolor,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Chimaphila maculata,1,KK and SA,
TEMPEST,2021,0,fall,C,B4,Veronica officinalis,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Desmodium nudiflorum,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Vitus sp,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Liquidambar styraciflua,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Carex sp,6,KK and SA,
TEMPEST,2021,0,fall,C,B4,Microstegium vimineum,9,KK and SA,
TEMPEST,2021,0,fall,C,B4,Bromus sp,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Vaccinium pallidum,5,KK and SA,
TEMPEST,2021,0,fall,C,B4,Galium triflorum,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Galium circaezans,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Cynoglossum virginianum,3,KK and SA,
TEMPEST,2021,0,fall,C,B4,wispy fireworks grass,0.5,KK and SA,
TEMPEST,2021,0,fall,C,B4,Cornus florida,1,KK and SA,
TEMPEST,2021,0,fall,C,B4,Euonymus alatus,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Sanicula canadensis,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Nyssa sylvatica,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Campsis radicans,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Pinus virginiana,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Symphyotrichum pilosum,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Phryma leptostachya,0.25,KK and SA,
TEMPEST,2021,0,fall,C,B4,Amphicarpaea bracteata,35,KK and SA,
TEMPEST,2021,0,fall,C,B4,bare ground,5,KK and SA,
TEMPEST,2021,0,fall,C,D2,infrastructure cover,5,KK and SA,
TEMPEST,2021,0,fall,C,D2,canopy tree basal cover,1,KK and SA,
TEMPEST,2021,0,fall,C,D2,Fagus grandifolia,2,KK and SA,
TEMPEST,2021,0,fall,C,D2,Quercus velutina,0.5,KK and SA,
TEMPEST,2021,0,fall,C,D2,Acer rubrum,0.25,KK and SA,
TEMPEST,2021,0,fall,C,D2,Carya cordiformis,2,KK and SA,
TEMPEST,2021,0,fall,C,D2,Juniperus virginiana,0.25,KK and SA,
TEMPEST,2021,0,fall,C,D2,Liriodendron tulipifera,0.25,KK and SA,
TEMPEST,2021,0,fall,C,D2,Elaeagnus umbellata,0.25,KK and SA,
TEMPEST,2021,0,fall,C,D2,Parthenocissus quinquefolia,0.25,KK and SA,
TEMPEST,2021,0,fall,C,D2,Mitchella repens,0.25,KK and SA,
TEMPEST,2021,0,fall,C,D2,Ilex opaca,5,KK and SA,
TEMPEST,2021,0,fall,C,D2,Smilax glauca,0.25,KK and SA,
TEMPEST,2021,0,fall,C,D2,Epifagus virginiana,0.25,KK and SA,
TEMPEST,2021,0,fall,C,D2,Vitus sp,0.25,KK and SA,
TEMPEST,2021,0,fall,C,D2,Liquidambar styraciflua,0.25,KK and SA,
TEMPEST,2021,0,fall,C,D2,Carex sp,1,KK and SA,
TEMPEST,2021,0,fall,C,D2,Microstegium vimineum,6,KK and SA,
TEMPEST,2021,0,fall,C,D2,Vaccinium pallidum,0.25,KK and SA,
TEMPEST,2021,0,fall,C,D2,Cornus florida,0.25,KK and SA,
TEMPEST,2021,0,fall,C,D2,Sanicula canadensis,0.25,KK and SA,
TEMPEST,2021,0,fall,C,D2,Pinus virginiana,1,KK and SA,
TEMPEST,2021,0,fall,C,D2,Quercus falcata,0.25,KK and SA,
TEMPEST,2021,0,fall,C,D2,Carpinus caroliniana,0.25,KK and SA,
TEMPEST,2021,0,fall,C,D2,Viburnum prunifolium,0.25,KK and SA,
TEMPEST,2021,0,fall,C,D2,Quercus alba,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,infrastructure cover,9,KK and SA,
TEMPEST,2021,0,fall,C,E7,canopy tree basal cover,5,KK and SA,
TEMPEST,2021,0,fall,C,E7,Fagus grandifolia,8,KK and SA,
TEMPEST,2021,0,fall,C,E7,Acer rubrum,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Carya tomentosa,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Juniperus virginiana,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Liriodendron tulipifera,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Parthenocissus quinquefolia,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Mitchella repens,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Ilex opaca,2,KK and SA,
TEMPEST,2021,0,fall,C,E7,Smilax glauca,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Sceptridium biternatum,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Desmodium nudiflorum,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Epifagus virginiana,1,KK and SA,
TEMPEST,2021,0,fall,C,E7,Vitus sp,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Galium circaezans,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Nyssa sylvatica,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Carpinus caroliniana,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Viburnum prunifolium,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Quercus alba,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Maianthemum racemosum,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Lindera benzoin,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Botrychium virginianum,0.25,KK and SA,
TEMPEST,2021,0,fall,C,E7,Asimina triloba,0.25,KK and SA,
TEMPEST,2021,0,fall,C,G7,canopy tree basal cover,6,KK and SA,
TEMPEST,2021,0,fall,C,G7,Fagus grandifolia,8,KK and SA,
TEMPEST,2021,0,fall,C,G7,Acer rubrum,0.25,KK and SA,
TEMPEST,2021,0,fall,C,G7,Rhus radicans,0.25,KK and SA,
TEMPEST,2021,0,fall,C,G7,Mitchella repens,6,KK and SA,
TEMPEST,2021,0,fall,C,G7,Ilex opaca,4,KK and SA,
TEMPEST,2021,0,fall,C,G7,Tipularia discolor,0.25,KK and SA,
TEMPEST,2021,0,fall,C,G7,Chimaphila maculata,0.25,KK and SA,
TEMPEST,2021,0,fall,C,G7,Sceptridium biternatum,0.25,KK and SA,
TEMPEST,2021,0,fall,C,G7,Vitus sp,0.25,KK and SA,
TEMPEST,2021,0,fall,C,G7,Galium circaezans,0.25,KK and SA,
TEMPEST,2021,0,fall,C,G7,Sanicula canadensis,0.25,KK and SA,
TEMPEST,2021,0,fall,C,G7,Nyssa sylvatica,0.25,KK and SA,
TEMPEST,2021,0,fall,C,G7,Carpinus caroliniana,1,KK and SA,
TEMPEST,2021,0,fall,C,G7,Viburnum prunifolium,0.25,KK and SA,
TEMPEST,2021,0,fall,C,G7,Maianthemum racemosum,0.25,KK and SA,
TEMPEST,2021,0,fall,C,G7,Botrychium virginianum,0.25,KK and SA,
TEMPEST,2021,0,fall,C,G7,Lonicera japonica,0.25,KK and SA,
TEMPEST,2021,0,fall,C,G7,Smilax glauca,0.25,KK and SA,
TEMPEST,2021,0,fall,C,G7,Prunus serotina,0.25,KK and SA,
